Town or City,Floor Vote Turnout (%),Australian ballot Turnout (%),year,aus-due-to-covid-in-2021
Corinth,DATA NOT PROVIDED,0.106233538,2023,
Cornwall,DATA NOT PROVIDED,0.081658291,2023,
Coventry,DATA NOT PROVIDED,0.081658291,2023,
Craftsbury,DATA NOT PROVIDED,0.130299897,2023,
Danby,DATA NOT PROVIDED,0.411347518,2023,
Danville,DATA NOT PROVIDED,0.120860927,2023,
Derby,DATA NOT PROVIDED,0.105351171,2023,
Dorset,DATA NOT PROVIDED,0.146674247,2023,
Dover,DATA NOT PROVIDED,0.070771408,2023,
Dummerston,DATA NOT PROVIDED,0.278950736,2023,
Duxbury,DATA NOT PROVIDED,0.230111206,2023,
East Haven,DATA NOT PROVIDED,0.242990654,2023,
East Montpelier,DATA NOT PROVIDED,0.33361558,2023,
Eden,DATA NOT PROVIDED,0.081589958,2023,
Elmore,DATA NOT PROVIDED,0.088829071,2023,
Enosburgh,DATA NOT PROVIDED,0.066931086,2023,
Essex Junction City,DATA NOT PROVIDED,0.256274939,2023,
Essex Town,DATA NOT PROVIDED,0.109858834,2023,
Fair Haven,DATA NOT PROVIDED,0.276435856,2023,
Fairfax,DATA NOT PROVIDED,0.243839836,2023,
Fairfield,DATA NOT PROVIDED,0.108236896,2023,
Fairlee,DATA NOT PROVIDED,0.121761658,2023,
Fayston,DATA NOT PROVIDED,0.080553295,2023,
Ferrisburgh,DATA NOT PROVIDED,0.177664975,2023,
Fletcher,DATA NOT PROVIDED,0.094619666,2023,
Franklin,DATA NOT PROVIDED,0.066225166,2023,
Georgia,DATA NOT PROVIDED,0.199474439,2023,
Glover,DATA NOT PROVIDED,0.074944072,2023,
Goshen,DATA NOT PROVIDED,0.734567901,2023,
Grafton,DATA NOT PROVIDED,0.225865209,2023,
Granby,DATA NOT PROVIDED,0.226415094,2023,
Grand Isle,DATA NOT PROVIDED,0.281658149,2023,
Granville,DATA NOT PROVIDED,0.162790698,2023,
Greensboro,DATA NOT PROVIDED,0.19054878,2023,
Groton,DATA NOT PROVIDED,0.107816712,2023,
Guildhall,DATA NOT PROVIDED,0.206140351,2023,
Guilford,DATA NOT PROVIDED,0.222222222,2023,
Halifax,DATA NOT PROVIDED,0.316878981,2023,
Hancock,DATA NOT PROVIDED,0.098360656,2023,
Hardwick,DATA NOT PROVIDED,0.133546035,2023,
Hartford,DATA NOT PROVIDED,0.183141102,2023,
Hartland,DATA NOT PROVIDED,0.159192058,2023,
Highgate,DATA NOT PROVIDED,0.131958763,2023,
Hinesburg,DATA NOT PROVIDED,0.182457786,2023,
Holland,DATA NOT PROVIDED,0.066810345,2023,
Hubbardton,DATA NOT PROVIDED,0.251851852,2023,
Huntington,DATA NOT PROVIDED,0.233078281,2023,
Hyde Park,DATA NOT PROVIDED,0.095364238,2023,
Ira ,DATA NOT PROVIDED,0.238095238,2023,
Irasburg,DATA NOT PROVIDED,0.069119287,2023,
Isle La Motte,DATA NOT PROVIDED,0.432773109,2023,
Jamaica,DATA NOT PROVIDED,0.097754293,2023,
Jay,DATA NOT PROVIDED,0.088167053,2023,
Jericho,DATA NOT PROVIDED,0.109453878,2023,
Johnson,DATA NOT PROVIDED,0.119070668,2023,
Killington,DATA NOT PROVIDED,0.433586338,2023,
Kirby,DATA NOT PROVIDED,0.120481928,2023,
Landgrove,DATA NOT PROVIDED,0.291970803,2023,
Leicester,DATA NOT PROVIDED,0.233289646,2023,
Lemington,DATA NOT PROVIDED,0.235294118,2023,
Lincoln,DATA NOT PROVIDED,0.298860649,2023,
Londonderry,DATA NOT PROVIDED,0.136968928,2023,
Lowell,DATA NOT PROVIDED,0.237516869,2023,
Ludlow,DATA NOT PROVIDED,0.158711217,2023,
Lunenburg,DATA NOT PROVIDED,0.032142857,2023,
Lyndon,DATA NOT PROVIDED,0.104573415,2023,
Maidstone,DATA NOT PROVIDED,0.331288344,2023,
Manchester,DATA NOT PROVIDED,0.214383374,2023,
Marlboro,DATA NOT PROVIDED,0.586720867,2023,
Marshfield,DATA NOT PROVIDED,0.17188823,2023,
Mendon,DATA NOT PROVIDED,0.117948718,2023,
Middlebury,DATA NOT PROVIDED,0.185523423,2023,
Middlesex,DATA NOT PROVIDED,0.42819325,2023,
Middletown Springs,DATA NOT PROVIDED,0.369472183,2023,
Milton,DATA NOT PROVIDED,0.236954268,2023,
Monkton,DATA NOT PROVIDED,0.159522518,2023,
Montgomery,DATA NOT PROVIDED,0.090382387,2023,
Montpelier,DATA NOT PROVIDED,0.31050041,2023,
Moretown,DATA NOT PROVIDED,0.195040214,2023,
Morgan,DATA NOT PROVIDED,0.101663586,2023,
Morristown,DATA NOT PROVIDED,0.442226397,2023,
Mount Holly,DATA NOT PROVIDED,0.222851747,2023,
Mount Tabor,DATA NOT PROVIDED,0.144827586,2023,
New Haven,DATA NOT PROVIDED,0.226544622,2023,
Newark,DATA NOT PROVIDED,0.138004246,2023,
Newbury,DATA NOT PROVIDED,0.436918991,2023,
Newfane,DATA NOT PROVIDED,0.149892934,2023,
Newport City,DATA NOT PROVIDED,0.118166217,2023,
Newport Town,DATA NOT PROVIDED,0.044754219,2023,
North Hero,DATA NOT PROVIDED,0.396267838,2023,
Northfield,DATA NOT PROVIDED,0.19355792,2023,
Norton,DATA NOT PROVIDED,0.153846154,2023,
Norwich,DATA NOT PROVIDED,0.395687823,2023,
Orange,DATA NOT PROVIDED,0.037296037,2023,
Orwell,DATA NOT PROVIDED,0.224229543,2023,
Panton,DATA NOT PROVIDED,0.204980843,2023,
Pawlet,DATA NOT PROVIDED,0.247551202,2023,
Peacham,DATA NOT PROVIDED,0.122392211,2023,
Peru,DATA NOT PROVIDED,0.135064935,2023,
Pittsfield,DATA NOT PROVIDED,0.118451025,2023,
Pittsford,DATA NOT PROVIDED,0.157594381,2023,
Plainfield,DATA NOT PROVIDED,0.214348981,2023,
Plymouth,DATA NOT PROVIDED,0.245,2023,
Pomfret,DATA NOT PROVIDED,0.467598475,2023,
Poultney,DATA NOT PROVIDED,0.233730522,2023,
Pownal,DATA NOT PROVIDED,0.184064764,2023,
Proctor,DATA NOT PROVIDED,0.141321045,2023,
Putney,DATA NOT PROVIDED,0.165284974,2023,
Randolph,DATA NOT PROVIDED,0.203494624,2023,
Reading,DATA NOT PROVIDED,0.265420561,2023,
Readsboro,DATA NOT PROVIDED,0.195758564,2023,
Richford,DATA NOT PROVIDED,0.122927387,2023,
Richmond,DATA NOT PROVIDED,0.220840734,2023,
Ripton,DATA NOT PROVIDED,0.357798165,2023,
Rochester,DATA NOT PROVIDED,0.085653105,2023,
Rockingham,DATA NOT PROVIDED,0.181199267,2023,
Roxbury,DATA NOT PROVIDED,0.542608696,2023,
Royalton,DATA NOT PROVIDED,0.258275058,2023,
Rupert,DATA NOT PROVIDED,0.358878505,2023,
Rutland City,DATA NOT PROVIDED,0.25770403,2023,
Rutland Town,DATA NOT PROVIDED,0.248384118,2023,
Ryegate,DATA NOT PROVIDED,0.117233294,2023,
Saint Albans City,DATA NOT PROVIDED,0.077583305,2023,
Saint Albans Town,DATA NOT PROVIDED,0.327292111,2023,
Saint George,DATA NOT PROVIDED,#DIV/0!,2023,
Saint Johnsbury,DATA NOT PROVIDED,0.163433668,2023,
Salisbury,DATA NOT PROVIDED,0.202531646,2023,
Sandgate,DATA NOT PROVIDED,0.219101124,2023,
Searsburg,DATA NOT PROVIDED,0.14,2023,
Shaftsbury,DATA NOT PROVIDED,0.225017229,2023,
Sharon,DATA NOT PROVIDED,0.110051993,2023,
Sheffield,DATA NOT PROVIDED,0.06300813,2023,
Shelburne,DATA NOT PROVIDED,0.208035459,2023,
Sheldon,DATA NOT PROVIDED,0.027330063,2023,
Shoreham,DATA NOT PROVIDED,0.183789954,2023,
Shrewsbury,DATA NOT PROVIDED,0.263759086,2023,
South Burlington,DATA NOT PROVIDED,0.211077191,2023,
South Hero,DATA NOT PROVIDED,0.407181984,2023,
Springfield,DATA NOT PROVIDED,0.148724832,2023,
Stamford,DATA NOT PROVIDED,0.427792916,2023,
Stannard,DATA NOT PROVIDED,0.153409091,2023,
Starksboro,DATA NOT PROVIDED,0.163636364,2023,
Stockbridge,DATA NOT PROVIDED,0.118760757,2023,
Stowe,DATA NOT PROVIDED,0.069721981,2023,
Strafford,DATA NOT PROVIDED,0.170385396,2023,
Stratton,DATA NOT PROVIDED,0.11965812,2023,
Sudbury,DATA NOT PROVIDED,0.180084746,2023,
Sunderland,DATA NOT PROVIDED,0.190585534,2023,
Sutton,DATA NOT PROVIDED,0.088555858,2023,
Swanton,DATA NOT PROVIDED,0.155438226,2023,
Thetford,DATA NOT PROVIDED,0.136946628,2023,
Tinmouth,DATA NOT PROVIDED,0.320293399,2023,
Topsham,DATA NOT PROVIDED,0.095661846,2023,
Townshend,DATA NOT PROVIDED,0.088073394,2023,
Troy,DATA NOT PROVIDED,0.0472103,2023,
Tunbridge,DATA NOT PROVIDED,0.124448367,2023,
Underihill,DATA NOT PROVIDED,0.165909091,2023,
Vergennes,DATA NOT PROVIDED,0.208872458,2023,
Vernon,DATA NOT PROVIDED,0.202695697,2023,
Vershire,DATA NOT PROVIDED,#DIV/0!,2023,
Victory,DATA NOT PROVIDED,0.676923077,2023,
Waitsfield,DATA NOT PROVIDED,0.18779661,2023,
Walden,DATA NOT PROVIDED,0.253077975,2023,
Wallingford,DATA NOT PROVIDED,0.214876033,2023,
Waltham,DATA NOT PROVIDED,0.097087379,2023,
Wardsboro,DATA NOT PROVIDED,0.084615385,2023,
Warren,DATA NOT PROVIDED,0.125158831,2023,
Washington,DATA NOT PROVIDED,0.249702735,2023,
Waterbury,DATA NOT PROVIDED,0.149392265,2023,
Waterford,DATA NOT PROVIDED,0.113718412,2023,
Waterville,DATA NOT PROVIDED,0.152173913,2023,
Weathersfield,DATA NOT PROVIDED,0.150793651,2023,
Wells,DATA NOT PROVIDED,0.23347548,2023,
West Fairlee,DATA NOT PROVIDED,0.120240481,2023,
West Haven,DATA NOT PROVIDED,0.40625,2023,
West Rutland,DATA NOT PROVIDED,0.155328116,2023,
West Windsor,DATA NOT PROVIDED,0.095755183,2023,
Westfield,DATA NOT PROVIDED,0.105809129,2023,
Westford,DATA NOT PROVIDED,0.306515581,2023,
Westminster,DATA NOT PROVIDED,0.100271003,2023,
Westmore,DATA NOT PROVIDED,0.21754386,2023,
Weston,DATA NOT PROVIDED,0.18011257,2023,
Weybridge,DATA NOT PROVIDED,0.292517007,2023,
Wheelock,DATA NOT PROVIDED,0.169544741,2023,
Whiting,DATA NOT PROVIDED,0.157342657,2023,
Whitingham,DATA NOT PROVIDED,0.115346038,2023,
Williamstown,DATA NOT PROVIDED,0.150629314,2023,
Williston,DATA NOT PROVIDED,0.190247993,2023,
Wilmington,DATA NOT PROVIDED,0.110846246,2023,
Windham,DATA NOT PROVIDED,#DIV/0!,2023,
Windsor,DATA NOT PROVIDED,0.151868358,2023,
Winhall,DATA NOT PROVIDED,0.193003619,2023,
Winooski,DATA NOT PROVIDED,0.150199782,2023,
Wolcott,DATA NOT PROVIDED,0.123397436,2023,
Woodbury,DATA NOT PROVIDED,0.122177955,2023,
Woodford,DATA NOT PROVIDED,0.137037037,2023,
Woodstock,DATA NOT PROVIDED,0.156555773,2023,
Worcester,DATA NOT PROVIDED,0.657894737,2023,
Addison,DATA NOT PROVIDED,0.397569444,2024,
Albany,DATA NOT PROVIDED,0.138282387,2024,
Alburgh,DATA NOT PROVIDED,0.380794702,2024,
Andover,DATA NOT PROVIDED,0.177057357,2024,
Arlington,DATA NOT PROVIDED,0.325162581,2024,
Athens,DATA NOT PROVIDED,0.400651466,2024,
Bakersfield,DATA NOT PROVIDED,0.263,2024,
Baltimore,DATA NOT PROVIDED,0.146596859,2024,
Barnard,DATA NOT PROVIDED,0.079710145,2024,
Barnet,DATA NOT PROVIDED,0.088235294,2024,
Barre City,DATA NOT PROVIDED,0.248899756,2024,
Barre Town,DATA NOT PROVIDED,0.246919431,2024,
Barton,DATA NOT PROVIDED,0.059665871,2024,
Belvidere,DATA NOT PROVIDED,0.125925926,2024,
Bennington,DATA NOT PROVIDED,0.270379338,2024,
Benson,DATA NOT PROVIDED,0.358974359,2024,
Berkshire,DATA NOT PROVIDED,0.252957234,2024,
Berlin,DATA NOT PROVIDED,0.284608379,2024,
Bethel,DATA NOT PROVIDED,0.098187311,2024,
Bloomfield,DATA NOT PROVIDED,0.098765432,2024,
Bolton,DATA NOT PROVIDED,0.28585086,2024,
Bradford,DATA NOT PROVIDED,0.267140681,2024,
Braintree,DATA NOT PROVIDED,0.073891626,2024,
Brandon,DATA NOT PROVIDED,0.467413442,2024,
Brattleboro,DATA NOT PROVIDED,0.260625771,2024,
Bridgewater,DATA NOT PROVIDED,0.20625889,2024,
Bridport,DATA NOT PROVIDED,0.341935484,2024,
Brighton,DATA NOT PROVIDED,0.333675565,2024,
Bristol,DATA NOT PROVIDED,0.282388974,2024,
Brookfield,DATA NOT PROVIDED,0.311051693,2024,
Brookline,DATA NOT PROVIDED,0.147252747,2024,
Brownington,DATA NOT PROVIDED,0.142281879,2024,
Brunswick,DATA NOT PROVIDED,0.243243243,2024,
Burke,DATA NOT PROVIDED,0.318072289,2024,
Burlington,DATA NOT PROVIDED,0.465977391,2024,
Cabot,DATA NOT PROVIDED,0.552795031,2024,
Calais,DATA NOT PROVIDED,0.395138889,2024,
Cambridge,DATA NOT PROVIDED,0.070138151,2024,
Canaan,DATA NOT PROVIDED,0.215384615,2024,
Castleton,DATA NOT PROVIDED,0.334847955,2024,
Cavendish,DATA NOT PROVIDED,0.334879406,2024,
Charleston,DATA NOT PROVIDED,0.135245902,2024,
Charlotte,DATA NOT PROVIDED,0.430281269,2024,
Chelsea,DATA NOT PROVIDED,0.193908629,2024,
Chester,DATA NOT PROVIDED,0.302374011,2024,
Chittenden,DATA NOT PROVIDED,0.405222437,2024,
Clarendon,DATA NOT PROVIDED,0.301943199,2024,
Colchester,DATA NOT PROVIDED,0.271276596,2024,
Concord,DATA NOT PROVIDED,0.278153153,2024,
Corinth,DATA NOT PROVIDED,0.221631206,2024,
Cornwall,DATA NOT PROVIDED,0.344497608,2024,
Coventry,DATA NOT PROVIDED,0.368944099,2024,
Craftsbury,DATA NOT PROVIDED,0.160493827,2024,
Danby,DATA NOT PROVIDED,0.278467909,2024,
Danville,DATA NOT PROVIDED,0.165943601,2024,
Derby,DATA NOT PROVIDED,0.234254144,2024,
Dorset,DATA NOT PROVIDED,0.265317594,2024,
Dover,DATA NOT PROVIDED,0.095768374,2024,
Dummerston,DATA NOT PROVIDED,0.330379747,2024,
Duxbury,DATA NOT PROVIDED,0.402777778,2024,
East Haven,DATA NOT PROVIDED,0.372641509,2024,
East Montpelier,DATA NOT PROVIDED,0.697817837,2024,
Eden,DATA NOT PROVIDED,0.064842958,2024,
Elmore,DATA NOT PROVIDED,0.08847185,2024,
Enosburgh,DATA NOT PROVIDED,0.180121325,2024,
Essex Junction City,DATA NOT PROVIDED,0.291833167,2024,
Essex Town,DATA NOT PROVIDED,0.233616037,2024,
Fair Haven,DATA NOT PROVIDED,0.343126967,2024,
Fairfax,DATA NOT PROVIDED,0.350140056,2024,
Fairfield,DATA NOT PROVIDED,0.132625995,2024,
Fairlee,DATA NOT PROVIDED,0.107512953,2024,
Fayston,DATA NOT PROVIDED,0.073684211,2024,
Ferrisburgh,DATA NOT PROVIDED,0.36,2024,
Fletcher,DATA NOT PROVIDED,0.105595668,2024,
Franklin,DATA NOT PROVIDED,0.067033976,2024,
Georgia,DATA NOT PROVIDED,0.283760259,2024,
Glover,DATA NOT PROVIDED,0.0911188,2024,
Goshen,DATA NOT PROVIDED,0.520958084,2024,
Grafton,DATA NOT PROVIDED,0.339688042,2024,
Granby,DATA NOT PROVIDED,0.271186441,2024,
Grand Isle,DATA NOT PROVIDED,0.051003798,2024,
Granville,DATA NOT PROVIDED,0.227848101,2024,
Greensboro,DATA NOT PROVIDED,0.165671642,2024,
Groton,DATA NOT PROVIDED,0.123537061,2024,
Guildhall,DATA NOT PROVIDED,0.316017316,2024,
Guilford,DATA NOT PROVIDED,0.67752809,2024,
Halifax,DATA NOT PROVIDED,0.373754153,2024,
Hancock,DATA NOT PROVIDED,0.115830116,2024,
Hardwick,DATA NOT PROVIDED,0.02574171,2024,
Hartford,DATA NOT PROVIDED,0.252012712,2024,
Hartland,DATA NOT PROVIDED,0.276458616,2024,
Highgate,DATA NOT PROVIDED,0.062295082,2024,
Hinesburg,DATA NOT PROVIDED,0.349509804,2024,
Holland,DATA NOT PROVIDED,0.194503171,2024,
Hubbardton,DATA NOT PROVIDED,0.333944954,2024,
Huntington,DATA NOT PROVIDED,0.22202381,2024,
Hyde Park,DATA NOT PROVIDED,0.251544572,2024,
Ira ,DATA NOT PROVIDED,0.392971246,2024,
Irasburg,DATA NOT PROVIDED,0.142011834,2024,
Isle La Motte,DATA NOT PROVIDED,0.386965377,2024,
Jamaica,DATA NOT PROVIDED,0.103929024,2024,
Jay,DATA NOT PROVIDED,0.069605568,2024,
Jericho,DATA NOT PROVIDED,0.324926153,2024,
Johnson,DATA NOT PROVIDED,0.235087719,2024,
Killington,DATA NOT PROVIDED,0.428310502,2024,
Kirby,DATA NOT PROVIDED,0.135135135,2024,
Landgrove,DATA NOT PROVIDED,0.31496063,2024,
Leicester,DATA NOT PROVIDED,0.324503311,2024,
Lemington,DATA NOT PROVIDED,0.264705882,2024,
Lincoln,DATA NOT PROVIDED,0.4296875,2024,
Londonderry,DATA NOT PROVIDED,0.09380863,2024,
Lowell,DATA NOT PROVIDED,0.149934811,2024,
Ludlow,DATA NOT PROVIDED,0.329579135,2024,
Lunenburg,DATA NOT PROVIDED,0.041425021,2024,
Lyndon,DATA NOT PROVIDED,0.197426068,2024,
Maidstone,DATA NOT PROVIDED,0.459627329,2024,
Manchester,DATA NOT PROVIDED,0.337384412,2024,
Marlboro,DATA NOT PROVIDED,0.559556787,2024,
Marshfield,DATA NOT PROVIDED,0.119636964,2024,
Mendon,DATA NOT PROVIDED,0.410123967,2024,
Middlebury,DATA NOT PROVIDED,0.28017094,2024,
Middlesex,DATA NOT PROVIDED,0.346994536,2024,
Middletown Springs,DATA NOT PROVIDED,0.541725601,2024,
Milton,DATA NOT PROVIDED,0.352878841,2024,
Monkton,DATA NOT PROVIDED,0.071115974,2024,
Montgomery,DATA NOT PROVIDED,0.080628272,2024,
Montpelier,DATA NOT PROVIDED,0.405756039,2024,
Moretown,DATA NOT PROVIDED,0.364251862,2024,
Morgan,DATA NOT PROVIDED,0.077898551,2024,
Morristown,DATA NOT PROVIDED,0.402893052,2024,
Mount Holly,DATA NOT PROVIDED,0.459031657,2024,
Mount Tabor,DATA NOT PROVIDED,0.370629371,2024,
New Haven,DATA NOT PROVIDED,0.418622256,2024,
Newark,DATA NOT PROVIDED,0.189473684,2024,
Newbury,DATA NOT PROVIDED,0.265814696,2024,
Newfane,DATA NOT PROVIDED,0.201991465,2024,
Newport City,DATA NOT PROVIDED,0.21201873,2024,
Newport Town,DATA NOT PROVIDED,0.044520548,2024,
North Hero,DATA NOT PROVIDED,0.490238612,2024,
Northfield,DATA NOT PROVIDED,0.3065625,2024,
Norton,DATA NOT PROVIDED,0.401459854,2024,
Norwich,DATA NOT PROVIDED,0.401851261,2024,
Orange,DATA NOT PROVIDED,0.179428571,2024,
Orwell,DATA NOT PROVIDED,0.403433476,2024,
Panton,DATA NOT PROVIDED,0.388170055,2024,
Pawlet,DATA NOT PROVIDED,0.341973244,2024,
Peacham,DATA NOT PROVIDED,0.141605839,2024,
Peru,DATA NOT PROVIDED,0.14021164,2024,
Pittsfield,DATA NOT PROVIDED,0.116173121,2024,
Pittsford,DATA NOT PROVIDED,0.039805396,2024,
Plainfield,DATA NOT PROVIDED,0.053734062,2024,
Plymouth,DATA NOT PROVIDED,0.485193622,2024,
Pomfret,DATA NOT PROVIDED,0.559691913,2024,
Poultney,DATA NOT PROVIDED,0.297853309,2024,
Pownal,DATA NOT PROVIDED,0.304509723,2024,
Proctor,DATA NOT PROVIDED,0.253355705,2024,
Putney,DATA NOT PROVIDED,0.28114057,2024,
Randolph,DATA NOT PROVIDED,0.285290948,2024,
Reading,DATA NOT PROVIDED,0.588349515,2024,
Readsboro,DATA NOT PROVIDED,0.290598291,2024,
Richford,DATA NOT PROVIDED,0.210556845,2024,
Richmond,DATA NOT PROVIDED,0.318735499,2024,
Ripton,DATA NOT PROVIDED,0.541760722,2024,
Rochester,DATA NOT PROVIDED,0.022012579,2024,
Rockingham,DATA NOT PROVIDED,0.036019694,2024,
Roxbury,DATA NOT PROVIDED,0.574137931,2024,
Royalton,DATA NOT PROVIDED,0.214495593,2024,
Rupert,DATA NOT PROVIDED,0.462264151,2024,
Rutland City,DATA NOT PROVIDED,0.301291121,2024,
Rutland Town,DATA NOT PROVIDED,0.370201097,2024,
Ryegate,DATA NOT PROVIDED,0.116550117,2024,
Saint Albans City,DATA NOT PROVIDED,0.245692707,2024,
Saint Albans Town,DATA NOT PROVIDED,0.301124531,2024,
Saint George,DATA NOT PROVIDED,0.048154093,2024,
Saint Johnsbury,DATA NOT PROVIDED,0.275825118,2024,
Salisbury,DATA NOT PROVIDED,0.032838983,2024,
Sandgate,DATA NOT PROVIDED,0.293010753,2024,
Searsburg,DATA NOT PROVIDED,0.151162791,2024,
Shaftsbury,DATA NOT PROVIDED,0.355503824,2024,
Sharon,DATA NOT PROVIDED,0.224916388,2024,
Sheffield,DATA NOT PROVIDED,0.102880658,2024,
Shelburne,DATA NOT PROVIDED,0.382215743,2024,
Sheldon,DATA NOT PROVIDED,0.041784703,2024,
Shoreham,DATA NOT PROVIDED,0.297085202,2024,
Shrewsbury,DATA NOT PROVIDED,0.360441767,2024,
South Burlington,DATA NOT PROVIDED,0.295158895,2024,
South Hero,DATA NOT PROVIDED,0.463892289,2024,
Springfield,DATA NOT PROVIDED,0.277429719,2024,
Stamford,DATA NOT PROVIDED,0.569688769,2024,
Stannard,DATA NOT PROVIDED,0.1625,2024,
Starksboro,DATA NOT PROVIDED,0.30171184,2024,
Stockbridge,DATA NOT PROVIDED,0.226130653,2024,
Stowe,DATA NOT PROVIDED,0.280452629,2024,
Strafford,DATA NOT PROVIDED,0.500511771,2024,
Stratton,DATA NOT PROVIDED,0.115226337,2024,
Sudbury,DATA NOT PROVIDED,0.190064795,2024,
Sunderland,DATA NOT PROVIDED,0.33559322,2024,
Sutton,DATA NOT PROVIDED,0.777777778,2024,
Swanton,DATA NOT PROVIDED,0.297353615,2024,
Thetford,DATA NOT PROVIDED,0.370875495,2024,
Tinmouth,DATA NOT PROVIDED,0.525672372,2024,
Topsham,DATA NOT PROVIDED,0.121681416,2024,
Townshend,DATA NOT PROVIDED,0.097209721,2024,
Troy,DATA NOT PROVIDED,0.044701987,2024,
Tunbridge,DATA NOT PROVIDED,0.15480427,2024,
Underihill,DATA NOT PROVIDED,0.339487566,2024,
Vergennes,DATA NOT PROVIDED,0.296867695,2024,
Vernon,DATA NOT PROVIDED,0.259340659,2024,
Vershire,DATA NOT PROVIDED,0.157534247,2024,
Victory,DATA NOT PROVIDED,0.78125,2024,
Waitsfield,DATA NOT PROVIDED,0.438492063,2024,
Walden,DATA NOT PROVIDED,0.245683931,2024,
Wallingford,DATA NOT PROVIDED,0.37776374,2024,
Waltham,DATA NOT PROVIDED,0.115089514,2024,
Wardsboro,DATA NOT PROVIDED,0.089686099,2024,
Warren,DATA NOT PROVIDED,0.075786769,2024,
Washington,DATA NOT PROVIDED,0.348410758,2024,
Waterbury,DATA NOT PROVIDED,0.327301515,2024,
Waterford,DATA NOT PROVIDED,0.281716418,2024,
Waterville,DATA NOT PROVIDED,0.12295082,2024,
Weathersfield,DATA NOT PROVIDED,0.273524721,2024,
Wells,DATA NOT PROVIDED,0.271794872,2024,
West Fairlee,DATA NOT PROVIDED,0.209708738,2024,
West Haven,DATA NOT PROVIDED,0.478723404,2024,
West Rutland,DATA NOT PROVIDED,0.271832718,2024,
West Windsor,DATA NOT PROVIDED,0.110258869,2024,
Westfield,DATA NOT PROVIDED,0.225596529,2024,
Westford,DATA NOT PROVIDED,0.468298109,2024,
Westminster,DATA NOT PROVIDED,0.225180677,2024,
Westmore,DATA NOT PROVIDED,0.21799308,2024,
Weston,DATA NOT PROVIDED,0.201834862,2024,
Weybridge,DATA NOT PROVIDED,0.362880886,2024,
Wheelock,DATA NOT PROVIDED,0.085910653,2024,
Whiting,DATA NOT PROVIDED,0.167785235,2024,
Whitingham,DATA NOT PROVIDED,0.268364349,2024,
Williamstown,DATA NOT PROVIDED,0.268469923,2024,
Williston,DATA NOT PROVIDED,0.348175778,2024,
Wilmington,DATA NOT PROVIDED,0.253445177,2024,
Windham,DATA NOT PROVIDED,0.45398773,2024,
Windsor,DATA NOT PROVIDED,0.265874489,2024,
Winhall,DATA NOT PROVIDED,0.275288092,2024,
Winooski,DATA NOT PROVIDED,0.234507042,2024,
Wolcott,DATA NOT PROVIDED,0.214574899,2024,
Woodbury,DATA NOT PROVIDED,0.167134831,2024,
Woodford,DATA NOT PROVIDED,0.249084249,2024,
Woodstock,DATA NOT PROVIDED,0.447432763,2024,
Worcester,DATA NOT PROVIDED,0.308841843,2024,